	Lineage	Species	Graph	Taxid	Common_name	Order	Female_maturity_(yrs)	Mass_(g)	Notes_on_missing_life_history	Expected_lifespan	Highest_max	Curated_Q90	Curated_Q95	Curated_E90	Curated_E95	Curated_max	Curated_lq	Curated_females_max	Curated_males_max
731	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Hystricomorpha,Ctenomyidae,Octodontomys,Octodontomys gliroides	Octodontomys gliroides		170740	Mountain degu	Rodentia	0.67	158.0	Age at female sexual maturity filled using lineage; 	9.01	7.33	no age record available	no age record available	no age record available	no age record available	7.33	0.81		
732	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Hystricomorpha,Octodontidae,Spalacopus,Spalacopus cyanus	Spalacopus cyanus		61880	Coruro	Rodentia	0.5	98.0	Age at female sexual maturity filled using lineage; 	8.25	10.8	no age record available	no age record available	no age record available	no age record available	10.8	1.31		
733	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Sciuromorpha,Sciuridae,Xerinae,Marmotini,Ammospermophilus,Ammospermophilus leucurus	Ammospermophilus leucurus		45488	White-tailed antelope squirrel	Rodentia	1.0	105.0		8.35	11.2	no age record available	no age record available	no age record available	no age record available	11.2	1.34		
734	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Sciuromorpha,Sciuridae,Xerinae,Xerini,Atlantoxerus,Atlantoxerus getulus	Atlantoxerus getulus		226855	Barbary ground squirrel	Rodentia	1.0	400.0	Age at female sexual maturity filled using lineage; 	10.71	9.0	no age record available	no age record available	no age record available	no age record available	9.0	0.84		
735	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Sciuromorpha,Sciuridae,Callosciurinae,Callosciurini,Callosciurus,Callosciurus erythraeus	Callosciurus erythraeus		64677	Pallas's squirrel	Rodentia	1.13	272.0	Age at female sexual maturity filled using lineage; 	9.97	17.0	no age record available	no age record available	no age record available	no age record available	17.0	1.7		
736	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Sciuromorpha,Sciuridae,Callosciurinae,Callosciurini,Callosciurus,Callosciurus notatus	Callosciurus notatus		64678	Plantain squirrel	Rodentia	1.13	190.0		9.33	14.8	no age record available	no age record available	no age record available	no age record available	14.8	1.59		
737	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Sciuromorpha,Sciuridae,Xerinae,Marmotini,Cynomys,Cynomys ludovicianus	Cynomys ludovicianus	Available	45480	Black-tailed prairie dog	Rodentia	2.0	1125.0		12.99	23.25	9.18	11.25	12.39	14.77	16.57	1.28	23.25	23.25
738	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Sciuromorpha,Sciuridae,Callosciurinae,Callosciurini,Dremomys,Dremomys lokriah	Dremomys lokriah		461708	Orange-bellied Himalayan squirrel	Rodentia	1.13	172.5	Age at female sexual maturity filled using lineage; 	9.16	7.1	no age record available	no age record available	no age record available	no age record available	7.1	0.77		
739	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Sciuromorpha,Sciuridae,Xerinae,Marmotini,Neotamias,Neotamias ruficaudus	Neotamias ruficaudus		3370382	Red-tailed chipmunk	Rodentia	0.92	75.0		7.85	8.0	no age record available	no age record available	no age record available	no age record available	8.0	1.02		
740	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Sciuromorpha,Sciuridae,Sciurinae,Pteromyini,Glaucomys,Glaucomys sabrinus	Glaucomys sabrinus		45482	Northern flying squirrel	Rodentia	0.57	149.0		8.92	14.2	no age record available	no age record available	no age record available	no age record available	14.2	1.59		
741	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Sciuromorpha,Sciuridae,Sciurinae,Pteromyini,Glaucomys,Glaucomys volans	Glaucomys volans		64683	Southern flying squirrel	Rodentia	0.57	65.4		7.65	19.0	no age record available	no age record available	no age record available	no age record available	19.0	2.48		
742	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Sciuromorpha,Sciuridae,Xerinae,Protoxerini,Heliosciurus,Heliosciurus rufobrachium	Heliosciurus rufobrachium		1096448	Red-legged sun squirrel	Rodentia	1.29	326.5	Age at female sexual maturity filled using lineage; 	10.32	8.9	no age record available	no age record available	no age record available	no age record available	8.9	0.86		
743	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Sciuromorpha,Sciuridae,Xerinae,Marmotini,Marmota,Marmota bobak	Marmota bobak		93158	Bobak marmot	Rodentia	3.0	7300.0		18.39	15.0	no age record available	no age record available	no age record available	no age record available	15.0	0.82		
744	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Sciuromorpha,Sciuridae,Xerinae,Marmotini,Marmota,Marmota marmota	Marmota marmota		9993	Alpine marmot	Rodentia	2.0	3500.0		16.04	18.0	10.0	12.0	no age record available	no age record available	18.0	1.12		
745	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Sciuromorpha,Sciuridae,Callosciurinae,Callosciurini,Menetes,Menetes berdmorei	Menetes berdmorei		52808	Berdmores palm squirrel	Rodentia	1.13	212.14	Mass at adulthood filled using lineage; Age at female sexual maturity filled using lineage; 	9.52	4.3	no age record available	no age record available	no age record available	no age record available	4.3	0.45		
746	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Sciuromorpha,Sciuridae,Sciurinae,Pteromyini,Petaurista,Petaurista petaurista	Petaurista petaurista		55157	Red giant flying squirrel	Rodentia	0.99	1750.0	Age at female sexual maturity filled using lineage; 	14.1	16.0	no age record available	no age record available	no age record available	no age record available	16.0	1.13		
747	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Sciuromorpha,Sciuridae,Xerinae,Protoxerini,Protoxerus,Protoxerus stangeri	Protoxerus stangeri		226692	Oil palm squirrel	Rodentia	1.29	326.5	Mass at adulthood filled using lineage; Age at female sexual maturity filled using lineage; 	10.32	5.1	no age record available	no age record available	no age record available	no age record available	5.1	0.49		
748	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Sciuromorpha,Sciuridae,Sciurinae,Pteromyini,Pteromys,Pteromys volans	Pteromys volans		55152	Siberian flying squirrel	Rodentia	0.99	130.0	Age at female sexual maturity filled using lineage; 	8.69	11.4	no age record available	no age record available	no age record available	no age record available	11.4	1.31		
749	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Sciuromorpha,Sciuridae,Sciurinae,Sciurini,Sciurus,Sciurus carolinensis	Sciurus carolinensis	Available	30640	Eastern gray squirrel	Rodentia	0.94	533.0		11.3	23.6	11.02	12.3	12.69	13.67	14.4	1.27	16.08	12.51
750	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Sciuromorpha,Sciuridae,Sciurinae,Sciurini,Sciurus,Sciurus vulgaris	Sciurus vulgaris	Available	55149	Eurasian red squirrel	Rodentia	0.81	600.0		11.55	16.33	7.69	9.06	9.54	10.66	11.21	0.97	16.33	11.95
751	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Sciuromorpha,Sciuridae,Xerinae,Marmotini,Tamias,Tamias striatus	Tamias striatus	Available	45474	Eastern chipmunk	Rodentia	0.51	96.0		8.22	9.67	8.61	9.4	9.48	9.59	9.67	0.97	9.52	9.67
752	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Sciuromorpha,Sciuridae,Sciurinae,Pteromyini,Trogopterus,Trogopterus xanthipes	Trogopterus xanthipes		226819	Complex-toothed flying squirrel	Rodentia	1.83	1010.71	Mass at adulthood filled using lineage; 	12.73	12.0	no age record available	no age record available	no age record available	no age record available	12.0	0.94		
753	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Sciuromorpha,Sciuridae,Xerinae,Xerini,Xerus,Xerus erythropus	Xerus erythropus		327507	Striped ground squirrel	Rodentia	1.0	600.0		11.55	10.3	no age record available	no age record available	no age record available	no age record available	10.3	0.89		
754	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Sciuromorpha,Sciuridae,Xerinae,Xerini,Xerus,Xerus inauris	Xerus inauris		234690	South African ground squirrel	Rodentia	1.0	588.0		11.51	11.5	no age record available	no age record available	no age record available	no age record available	11.5	1.0		
755	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Hystricomorpha,Thryonomyidae,Thryonomys,Thryonomys swinderianus	Thryonomys swinderianus		10169	Greater cane rat	Rodentia	1.0	6600.0		18.05	5.4	no age record available	no age record available	no age record available	no age record available	5.4	0.3		
756	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Myomorpha,Dipodoidea,Dipodidae,Zapodinae,Napaeozapus,Napaeozapus insignis	Napaeozapus insignis		101671	Woodland jumping mouse	Rodentia	0.7	25.0		6.4	4.0	no age record available	no age record available	no age record available	no age record available	4.0	0.63		
757	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Myomorpha,Dipodoidea,Dipodidae,Sicistinae,Sicista,Sicista betulina	Sicista betulina		489448	Northern birch mouse	Rodentia	1.0	8.0		5.18	3.5	no age record available	no age record available	no age record available	no age record available	3.5	0.68		
758	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Myomorpha,Dipodoidea,Dipodidae,Zapodinae,Zapus,Zapus hudsonius	Zapus hudsonius		160400	Meadow jumping mouse	Rodentia	0.17	18.0		6.02	5.6	no age record available	no age record available	no age record available	no age record available	5.6	0.93		
759	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Scandentia,Tupaiidae,Ptilocercus,Ptilocercus lowii	Ptilocercus lowii		320338	Pen-tailed tree shrew	Scandentia	0.44	42.5	Age at female sexual maturity filled using lineage; Curated max low relative to order, likely underestimation;	7.06	2.7	no age record available	no age record available	no age record available	no age record available	2.7	0.38		
760	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Scandentia,Tupaiidae,Urogale,Urogale everetti	Urogale everetti		192726	Mindanao tree shrew	Scandentia	0.44	350.0	Age at female sexual maturity filled using lineage; 	10.45	11.5	no age record available	no age record available	no age record available	no age record available	11.5	1.1		
761	Theria,Eutheria,Afrotheria,Sirenia,Dugongidae,Dugong,Dugong dugon	Dugong dugon		29137	Dugong	Sirenia	9.5	360000.0		37.97	73.0	no age record available	no age record available	no age record available	no age record available	73.0	1.92		
762	Theria,Eutheria,Afrotheria,Sirenia,Trichechidae,Trichechus,Trichechus inunguis	Trichechus inunguis		9777	Amazonian manatee	Sirenia	3.0	480000.0		40.06	40.0	no age record available	no age record available	no age record available	no age record available	40.0	1.0		
763	Theria,Eutheria,Afrotheria,Sirenia,Trichechidae,Trichechus,Trichechus manatus	Trichechus manatus		9778	West Indian manatee	Sirenia	3.5	322000.0		37.19	69.0	no age record available	no age record available	no age record available	no age record available	69.0	1.86		
764	Theria,Eutheria,Afrotheria,Tubulidentata,Orycteropodidae,Orycteropus,Orycteropus afer	Orycteropus afer	Available	9818	Aardvark	Tubulidentata	2.0	60000.0		27.21	32.07	26.55	28.88	29.09	30.44	30.83	1.13	30.04	32.07
765	Theria,Eutheria,Xenarthra,Pilosa,Folivora,Bradypodidae,Bradypus,Bradypus torquatus	Bradypus torquatus		227087	Maned three-toed sloth	Pilosa	4.5	3875.0	Age at female sexual maturity filled using lineage; 	16.35	12.0	no age record available	no age record available	no age record available	no age record available	12.0	0.73		
766	Theria,Eutheria,Xenarthra,Cingulata,Chlamyphoridae,Calyptophractus,Calyptophractus retusus	Calyptophractus retusus		984615	Burmeisters armadillo	Cingulata	1.04	1000.0	Mass filled from web encyclopedia; Age at female sexual maturity filled using lineage; 	12.71	12.0	no age record available	no age record available	no age record available	no age record available	12.0	0.94		
767	Theria,Eutheria,Xenarthra,Cingulata,Chlamyphoridae,Chaetophractus,Chaetophractus villosus	Chaetophractus villosus		29080	Large hairy armadillo	Cingulata	0.75	3000.0		15.59	25.2	no age record available	no age record available	no age record available	no age record available	25.2	1.62		
768	Theria,Eutheria,Xenarthra,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus	Dasypus novemcinctus	Available	9361	Nine-banded armadillo	Cingulata	1.0	5500.0		17.45	22.33	11.3	13.32	14.49	16.32	17.6	1.01	21.64	19.55
769	Theria,Eutheria,Xenarthra,Cingulata,Chlamyphoridae,Euphractus,Euphractus sexcinctus	Euphractus sexcinctus		143300	Six-banded armadillo	Cingulata	0.75	4850.0		17.04	22.1	no age record available	no age record available	no age record available	no age record available	22.1	1.3		
770	Theria,Eutheria,Xenarthra,Cingulata,Chlamyphoridae,Priodontes,Priodontes maximus	Priodontes maximus		183752	Giant armadillo	Cingulata	0.88	33000.0		24.35	15.0	no age record available	no age record available	no age record available	no age record available	15.0	0.62		
771	Theria,Eutheria,Xenarthra,Cingulata,Chlamyphoridae,Zaedyus,Zaedyus pichiy	Zaedyus pichiy		183747	Pichi	Cingulata	0.88	1500.0		13.7	12.5	no age record available	no age record available	no age record available	no age record available	12.5	0.91		
772	Theria,Eutheria,Xenarthra,Pilosa,Folivora,Megalonychidae,Choloepus,Choloepus didactylus	Choloepus didactylus	Available	27675	Southern two-toed sloth	Pilosa	3.5	6250.0		17.87	48.87	29.26	32.59	35.21	39.32	41.36	2.32	48.87	41.56
773	Theria,Eutheria,Xenarthra,Pilosa,Folivora,Megalonychidae,Choloepus,Choloepus hoffmanni	Choloepus hoffmanni		9358	Hoffmann's two-toed sloth	Pilosa	2.0	6250.0		17.87	41.0	no age record available	no age record available	no age record available	no age record available	41.0	2.29		
774	Theria,Eutheria,Xenarthra,Pilosa,Vermilingua,Cyclopedidae,Cyclopes,Cyclopes didactylus	Cyclopes didactylus		84074	Silky anteater	Pilosa	1.75	266.0	Age at female sexual maturity filled using lineage; Curated max low relative to order, likely underestimation;	9.93	2.3	no age record available	no age record available	no age record available	no age record available	2.3	0.23		
775	Theria,Eutheria,Xenarthra,Pilosa,Vermilingua,Myrmecophagidae,Myrmecophaga,Myrmecophaga tridactyla	Myrmecophaga tridactyla		71006	Giant anteater	Pilosa	3.25	28500.0		23.69	31.0	no age record available	no age record available	no age record available	no age record available	31.0	1.31		
776	Theria,Eutheria,Xenarthra,Pilosa,Vermilingua,Myrmecophagidae,Tamandua,Tamandua tetradactyla	Tamandua tetradactyla	Available	48850	Southern tamandua	Pilosa	1.0	4500.0		16.81	26.08	15.0	16.82	17.9	20.06	21.48	1.28	25.45	26.08
777	Theria,Eutheria,Xenarthra,Pilosa,Vermilingua,Myrmecophagidae,Tamandua,Tamandua mexicana	Tamandua mexicana		9351	Northern tamandua	Pilosa	1.0	4500.0		16.81	16.0	no age record available	no age record available	no age record available	no age record available	16.0	0.95		
778	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Carnivora,Caniformia,Pinnipedia,Otariidae,Arctocephalus,Arctocephalus tropicalis	Arctocephalus tropicalis		37194	Subantarctic fur seal	Carnivora	4.21	50000.0		26.3	23.0	16.0	18.0	no age record available	no age record available	23.0	0.87		
779	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Castorimorpha,Heteromyidae,Dipodomyinae,Dipodomys,Dipodomys spectabilis	Dipodomys spectabilis		105255	Banner-tailed kangaroo rat	Rodentia	0.85	145.0		8.87	12.7	3.0	3.0	no age record available	no age record available	12.7	1.43		
780	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Perissodactyla,Equidae,Equus,Equus przewalskii	Equus przewalskii		9798	Przewalski's horse	Perissodactyla	2.69	300000.0	Mass filled from web encyclopedia; Age at female sexual maturity filled using lineage; Curated max observed in Malddaba_life_table, determined from living animals, modeled from existing data, or determined from live individuals using methylation clock, likely underestimation;	36.71	25.0	25.0	25.0	no age record available	no age record available	25.0	0.68		
781	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Artiodactyla,Whippomorpha,Cetacea,Odontoceti,Delphinidae,Globicephala,Globicephala melas	Globicephala melas	Available	9731	Long-finned pilot whale	Artiodactyla	6.76	1060000.0	Curated max observed in Malddaba_life_table, determined from living animals, modeled from existing data, or determined from live individuals using methylation clock, likely underestimation;	46.42	60.0	40.0	44.0	38.55	41.56	43.03	0.93		
782	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Gorilla,Gorilla beringei	Gorilla beringei		499232	Eastern Gorilla	Primates	12.1	205500.0	Mass filled from web encyclopedia; 	34.21	50.0	42.0	43.0	no age record available	no age record available	50.0	1.46		
783	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Sciuromorpha,Sciuridae,Xerinae,Marmotini,Marmota,Marmota baibacina	Marmota baibacina		93157	grey marmot	Rodentia	2.37	6500.0	Mass filled from web encyclopedia; Age at female sexual maturity filled using lineage; Curated max observed in Malddaba_life_table, determined from living animals, modeled from existing data, or determined from live individuals using methylation clock, likely underestimation;	18.0	11.0	9.0	10.0	no age record available	no age record available	11.0	0.61		
784	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Sciuromorpha,Sciuridae,Xerinae,Marmotini,Marmota,Marmota flaviventris	Marmota flaviventris		93162	Yellow-bellied marmot	Rodentia	2.0	3500.0		16.04	21.2	5.0	6.0	no age record available	no age record available	21.2	1.32		
